id,Unnamed: 0.1,name,artists,artistid,explicit,popularity,durationms,year,genres,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
3cHyrEgdyYRjgJKSOiOtcS,215,Timber (feat. Ke$ha),"['Pitbull', 'Kesha']",0TnOYISbd1XYRBk9myaseg,False,78,204160,2014,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",0.581,0.0295,0.963,0.0,0.139,-4.087,0.0981,129.992,0.788
6FE2iI43OZnszFLuLtvvmg,216,Classic,['MKTO'],2l35CQqtYRh3d8ZIiBep4v,False,77,175426,2014,"['dance pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop']",0.72,0.0384,0.791,0.0,0.157,-4.689,0.124,102.071,0.756
6YUTL4dYpB9xZO5qExPf05,217,Summer,['Calvin Harris'],7CajNmpbOovFoOoasH2HaY,False,77,222533,2014,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.596,0.0211,0.856,0.0178,0.141,-3.556,0.0346,127.949,0.743
34gCuhDGsG4bRPIf9bb02f,218,Thinking out Loud,['Ed Sheeran'],6eUKZXaKkcviH0Ku9w2n3V,False,80,281560,2014,"['pop', 'uk pop']",0.781,0.474,0.445,0.0,0.184,-6.061,0.0295,78.998,0.591
3JvrhDOgAt6p7K8mDyZwRd,219,Riptide,['Vance Joy'],10exVja0key0uqUkk6LJRT,False,77,204280,2014,"['folk-pop', 'pop']",0.484,0.431,0.731,0.0,0.151,-6.694,0.0379,101.654,0.51
2ixsaeFioXJmMgkkbd4uj1,220,Budapest,['George Ezra'],2ysnwxxNtSgbb9t1m2Ur4j,False,76,200733,2014,"['folk-pop', 'neo-singer-songwriter']",0.717,0.0846,0.455,0.0,0.11,-8.303,0.0276,127.812,0.389
2Bs4jQEGMycglOfWPBqrVG,221,Steal My Girl,['One Direction'],4AK6F7OLvEQ5QYCBNiQWHq,False,76,228133,2014,"['boy band', 'pop', 'post-teen pop', 'talent show']",0.536,0.00433,0.768,0.0,0.114,-5.948,0.0347,77.217,0.545
5Hroj5K7vLpIG4FNCRIjbP,222,Best Day Of My Life,['American Authors'],0MlOPi3zIDMVrfA9R04Fe3,False,75,194240,2014,"['indie poptimism', 'modern rock', 'pop rock']",0.673,0.0591,0.902,0.000262,0.0558,-2.392,0.0346,100.012,0.538
2iuZJX9X9P0GKaE93xcPjk,223,Sugar,['Maroon 5'],04gDigrS5kc9YWfZHwBETP,True,78,235493,2014,['pop'],0.748,0.0591,0.788,0.0,0.0863,-7.055,0.0334,120.076,0.884
1oew3nFNY3vMacJAsvry0S,224,Me And My Broken Heart,['Rixton'],0kkxsdcaWmWU2yWAqclDh4,False,75,193733,2014,"['dance pop', 'pop', 'pop rock', 'post-teen pop']",0.545,0.00489,0.783,0.0,0.132,-4.261,0.0345,174.084,0.551
0puf9yIluy9W0vpMEUoAnN,225,Bang Bang,"['Jessie J', 'Ariana Grande', 'Nicki Minaj']",2gsggkzM5R49q6jpPvazou,False,75,199386,2014,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",0.706,0.26,0.786,0.0,0.38,-3.417,0.091,150.028,0.751
5J4ZkQpzMUFojo1CtAZYpn,226,Love Me Harder,"['Ariana Grande', 'The Weeknd']",66CXWjxzNUsdJxJ2JdwvnR,False,75,236133,2014,"['dance pop', 'pop']",0.472,0.00937,0.714,0.0,0.0764,-4.389,0.0334,98.992,0.24
4lhqb6JvbHId48OUJGwymk,227,Hey Brother,['Avicii'],1vCWHaC5f2uS3yhpwWbIA6,False,75,255093,2014,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",0.545,0.0309,0.78,4.64e-05,0.0828,-4.867,0.0436,125.014,0.458
6sy3LkhNFjJWlaeSMNwQ62,228,Counting Stars,['OneRepublic'],5Pwc4xIPtQLFEnJriah9YJ,False,74,257839,2014,"['piano rock', 'pop']",0.664,0.0654,0.705,0.0,0.115,-4.972,0.0382,122.017,0.477
1HFfMOxCAT4GAwaPfCdmUs,229,Waves - Robin Schulz Radio Edit,"['Mr. Probz', 'Robin Schulz']",33W1pnW9zScZtYTnAoWnOT,False,74,208133,2014,"['dutch hip hop', 'tropical house']",0.829,0.00821,0.51,0.00143,0.0829,-9.334,0.0369,119.994,0.45
1fidCEsYlaVE3pHwKCvpFZ,230,Am I Wrong,['Nico & Vinz'],0awl5piYwO0CDTHEkCjUhn,False,73,245866,2014,['pop rap'],0.729,0.175,0.675,1.58e-06,0.55,-6.003,0.0312,119.968,0.779
2bL2gyO6kBdLkNSkxXNh6x,231,Animals,['Maroon 5'],04gDigrS5kc9YWfZHwBETP,False,77,231013,2014,['pop'],0.279,0.000185,0.742,0.0,0.593,-6.46,0.0898,189.868,0.328
0zO8ctW0UiuOefR87OeJOZ,232,Collard Greens,"['ScHoolboy Q', 'Kendrick Lamar']",5IcR3N7QB1j6KBL8eImZ8m,True,73,299960,2014,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",0.825,0.025,0.575,9.94e-06,0.205,-4.87,0.0633,153.954,0.65
3G6hD9B2ZHOsgf4WfNu7X1,233,Team,['Lorde'],163tK9Wjr9P9DmM0AVK7lm,False,73,193058,2014,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.69,0.167,0.578,0.0,0.305,-7.436,0.0929,99.961,0.416
3DmW6y7wTEYHJZlLo1r6XJ,234,Shower,['Becky G'],4obzFoKoKRHIphyHzJ35G3,False,73,206166,2014,"['dance pop', 'latin pop', 'latin viral pop', 'pop', 'rap latina', 'reggaeton']",0.699,0.0317,0.529,3.59e-05,0.285,-7.548,0.0487,119.987,0.121
07nH4ifBxUB4lZcsf44Brn,235,Blame (feat. John Newman),"['Calvin Harris', 'John Newman']",7CajNmpbOovFoOoasH2HaY,False,73,212960,2014,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.414,0.0287,0.857,0.00574,0.343,-4.078,0.0808,128.024,0.348
12KUFSHFgT0XCoiSlvdQi4,236,Break Free,"['Ariana Grande', 'Zedd']",66CXWjxzNUsdJxJ2JdwvnR,False,73,214840,2014,"['dance pop', 'pop']",0.687,0.0064,0.702,4.35e-05,0.204,-5.324,0.0455,129.956,0.284
0qcr5FMsEO85NAQjrlDRKo,237,"Let It Go - From ""Frozen""/Soundtrack Version",['Idina Menzel'],73Np75Wv2tju61Eo9Zw4IR,False,73,223840,2014,"['hollywood', 'show tunes']",0.543,0.558,0.485,0.0,0.12,-6.85,0.0305,136.961,0.371
4G92yYrUs0cvY7G41YRI0z,238,Jealous,['Labrinth'],2feDdbD5araYcm6JhFHHw7,False,72,287693,2014,"['indie poptimism', 'pop']",0.439,0.874,0.153,0.0,0.107,-8.95,0.0479,116.76,0.104
1almCHdsfikRPfVB9VrEdT,239,Little Do You Know,['Alex & Sierra'],58MLl9nC29IXbE4nEtuoP2,False,72,185200,2014,"['neo mellow', 'pop', 'post-teen pop', 'viral pop']",0.5,0.746,0.292,0.0,0.188,-8.554,0.0323,145.879,0.37
13P5rwmk2EsoFRIz9UCeh9,240,Cool Kids,['Echosmith'],1PbBg2aYjWLKRk84zJK15x,False,72,237626,2014,"['indie poptimism', 'pop rock']",0.719,0.0372,0.671,8.21e-06,0.12,-6.279,0.0336,130.027,0.786
37sINbJZcFdHFAsVNsPq1i,241,Superheroes,['The Script'],3AQRLZ9PuTAozP28Skbq8V,False,71,245466,2014,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock']",0.49,0.00218,0.885,0.0,0.0741,-4.121,0.0396,166.996,0.64
6Vc5wAMmXdKIAM7WUoEb7N,242,Say Something,"['A Great Big World', 'Christina Aguilera']",5xKp3UyavIBUsGy3DQdXeF,False,70,229400,2014,"['neo mellow', 'piano rock', 'pop rock']",0.407,0.857,0.147,2.89e-06,0.0913,-8.822,0.0355,141.284,0.0765
6vECYJHxYmm3Ydt3fF01pE,243,Stolen Dance,['Milky Chance'],1hzfo8twXdOegF3xireCYs,False,70,313684,2014,['german pop'],0.885,0.427,0.581,0.000204,0.0759,-8.813,0.0378,114.016,0.728
7vS3Y0IKjde7Xg85LWIEdP,244,Problem,"['Ariana Grande', 'Iggy Azalea']",66CXWjxzNUsdJxJ2JdwvnR,False,72,193920,2014,"['dance pop', 'pop']",0.66,0.0192,0.805,8.83e-06,0.159,-5.352,0.153,103.008,0.625
5xTtaWoae3wi06K5WfVUUH,245,Shake It Off,['Taylor Swift'],06HL4z0CvFAxyc27GXpf02,False,70,219200,2014,['pop'],0.647,0.0561,0.785,0.0,0.148,-5.414,0.165,160.015,0.943
23khhseCLQqVMCIT1WMAns,246,Magic,['Coldplay'],4gzpq5DPGxSnKTe4SA8HAU,False,70,285014,2014,"['permanent wave', 'pop']",0.738,0.0266,0.482,0.621,0.106,-8.917,0.0402,93.457,0.352
5fnA9mkIfScSqHIpeDyvck,247,Prayer in C - Robin Schulz Radio Edit,"['Lilly Wood and The Prick', 'Robin Schulz']",50OApTJurDusIo9dGTqSU4,False,70,189413,2014,"['french indie pop', 'french rock']",0.763,0.024,0.875,5.41e-06,0.599,-5.797,0.0262,123.013,0.8
0Dc7J9VPV4eOInoxUiZrsL,248,Don't Tell 'Em,"['Jeremih', 'YG']",3KV3p5EY4AvKxOlhGHORLg,True,70,266840,2014,"['chicago rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.856,0.392,0.527,0.0,0.11,-5.225,0.0997,98.052,0.386
4J7CKHCF3mdL4diUsmW8lq,249,Under Control (feat. Hurts),"['Calvin Harris', 'Alesso', 'Hurts']",7CajNmpbOovFoOoasH2HaY,False,70,184280,2014,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.544,0.129,0.915,0.000914,0.115,-3.405,0.0841,126.094,0.51
14OxJlLdcHNpgsm4DRwDOB,250,Habits (Stay High),['Tove Lo'],4NHQUGzhtTLFvgF5SZesLK,False,70,209160,2014,"['dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",0.729,0.0702,0.65,6.69e-05,0.0829,-3.539,0.0313,110.02,0.347
5BrTUo0xP1wKXLJWUaGFtk,251,Loyal (feat. Lil Wayne & Tyga),"['Chris Brown', 'Lil Wayne', 'Tyga']",7bXgB6jMjp9ATFy66eO08Z,True,70,264946,2014,"['dance pop', 'r&b']",0.841,0.0168,0.522,1.37e-06,0.188,-5.963,0.049,99.059,0.616
61UQzeiIluhpzpMdY4ag3q,252,My Love (feat. Jess Glynne),"['Route 94', 'Jess Glynne']",1dgdvbogmctybPrGEcnYf6,False,69,259934,2014,"['deep groove house', 'house', 'pop dance', 'uk dance']",0.814,0.000132,0.622,0.72,0.0658,-7.573,0.0492,119.976,0.726
1j8z4TTjJ1YOdoFEDwJTQa,253,Ain't It Fun,['Paramore'],74XFHRwlV6OrjEM0A2NCMF,False,69,296520,2014,"['candy pop', 'pixie', 'pop emo', 'pop punk']",0.61,0.154,0.893,4.41e-05,0.021,-3.681,0.0921,104.031,0.673
3jVtllWS5CFFWLQng8sKsr,254,2 On (feat. ScHoolboy Q),"['Tinashe', 'ScHoolboy Q']",0NIIxcxNHmOoyBx03SfTCD,True,69,227000,2014,"['alternative r&b', 'dance pop', 'electropop', 'metropopolis', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",0.742,0.15,0.595,0.0,0.111,-7.51,0.107,101.013,0.431
6jG2YzhxptolDzLHTGLt7S,255,Drunk in Love (feat. Jay-Z),"['Beyoncé', 'JAY-Z']",6vWDO969PvNqNYHIOW5v0m,True,69,323480,2014,"['dance pop', 'pop', 'r&b']",0.583,0.00972,0.621,0.00106,0.181,-6.902,0.0479,140.036,0.399
19gEmPjfqSZT0ulDRfjl0m,256,Hot N*gga,['Bobby Shmurda'],34Y0ldeyUv7jBvukWOGASO,True,69,194561,2014,"['nyc rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.794,0.0505,0.51,1.81e-06,0.0562,-7.314,0.42,167.879,0.18
3s4U7OHV7gnj42VV72eSZ6,257,Rather Be (feat. Jess Glynne),"['Clean Bandit', 'Jess Glynne']",6MDME20pz9RveH9rEXvrOM,False,69,227833,2014,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",0.799,0.162,0.586,2.03e-06,0.193,-6.735,0.0377,120.97,0.549
1huvTbEYtgltjQRXzrNKGi,258,Don't,['Ed Sheeran'],6eUKZXaKkcviH0Ku9w2n3V,False,68,219840,2014,"['pop', 'uk pop']",0.806,0.0113,0.608,0.0,0.635,-7.008,0.0659,95.049,0.849
1gugDOSMREb34Xo0c1PlxM,259,She Looks So Perfect,['5 Seconds of Summer'],5Rl15oVamLq7FbSb0NNBNy,False,68,202496,2014,"['boy band', 'dance pop', 'pop', 'post-teen pop']",0.494,0.000569,0.951,0.0,0.327,-4.237,0.132,160.025,0.441
1DunhgeZSEgWiIYbHqXl0c,260,Latch,"['Disclosure', 'Sam Smith']",6nS5roXSAGhTGr34W6n7Et,False,68,255866,2014,"['edm', 'house', 'pop', 'uk dance']",0.729,0.0178,0.735,0.000193,0.089,-5.455,0.0919,121.986,0.544
5SsR3wtCOafDmZgvIdRhSm,261,Man Of The Year,['ScHoolboy Q'],5IcR3N7QB1j6KBL8eImZ8m,True,68,216013,2014,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",0.749,0.00536,0.865,0.0,0.198,-5.228,0.0413,111.914,0.371
67awxiNHNyjMXhVgsHuIrs,262,Turn Down for What,"['DJ Snake', 'Lil Jon']",540vIaP2JwjQb9dm3aArA4,False,67,213733,2014,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",0.818,0.00107,0.799,0.128,0.057,-4.1,0.156,100.014,0.0815
5lF0pHbsJ0QqyIrLweHJPW,263,Burn,['Ellie Goulding'],0X2BH1fck6amBIoJhDVmmJ,False,66,231213,2014,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",0.555,0.315,0.772,0.0,0.105,-5.007,0.0523,86.921,0.346
1RidHM9BC4M8DpfSQ6YLJh,264,Up (feat. Demi Lovato),"['Olly Murs', 'Demi Lovato']",3whuHq0yGx60atvA2RCVRW,False,66,224293,2014,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'uk pop']",0.692,0.0146,0.831,0.0,0.103,-5.389,0.034,114.972,0.676
4q6dqyGM25sKFU8nYAGRe4,265,Show Me (feat. Chris Brown),"['Kid Ink', 'Chris Brown']",6KZDXtSj0SzGOV705nNeh3,True,66,217800,2014,"['dance pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.711,0.0355,0.508,0.0,0.141,-7.299,0.0502,98.098,0.663
3fBbfrWZUuWWrMQXFISr7N,266,New Flame (feat. Usher & Rick Ross),"['Chris Brown', 'Usher', 'Rick Ross']",7bXgB6jMjp9ATFy66eO08Z,True,65,244226,2014,"['dance pop', 'r&b']",0.702,0.0506,0.629,0.0,0.0963,-4.292,0.041,141.967,0.446
2vzMWO0T008m86yDnXwkII,267,Blame It on Me,['George Ezra'],2ysnwxxNtSgbb9t1m2Ur4j,False,65,196400,2014,"['folk-pop', 'neo-singer-songwriter']",0.537,0.473,0.757,0.0,0.341,-3.374,0.0274,103.882,0.421
6K8qKeWo5MsFED7wCR6Kop,268,Sing,['Ed Sheeran'],6eUKZXaKkcviH0Ku9w2n3V,False,66,235382,2014,"['pop', 'uk pop']",0.818,0.304,0.67,1.22e-06,0.0601,-4.451,0.0472,119.988,0.939
57kR5SniQIbsbVoIjjOUDa,269,You Know You Like It,"['DJ Snake', 'AlunaGeorge']",540vIaP2JwjQb9dm3aArA4,False,66,247266,2014,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",0.407,0.0141,0.725,2.46e-06,0.306,-5.346,0.188,196.093,0.247
32lm3769IRfcnrQV11LO4E,270,Bailando - Spanish Version,"['Enrique Iglesias', 'Descemer Bueno', 'Gente De Zona']",7qG3b048QCHVRO5Pv1T5lw,False,65,243413,2014,"['latin pop', 'mexican pop']",0.723,0.0426,0.777,3.68e-06,0.0451,-3.503,0.108,91.017,0.961
483XiZ5o13Cc1zoWV7jGml,271,Gecko (Overdrive) - Radio Edit,"['Oliver Heldens', 'Becky Hill']",5nki7yRhxgM509M5ADlN1p,False,64,165440,2014,"['dance pop', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']",0.609,0.00521,0.885,1.15e-05,0.336,-5.469,0.0642,124.959,0.76
3omXshBamrREltcf24gYDC,272,First,['Cold War Kids'],6VDdCwrBM4qQaGxoAyxyJC,False,64,200360,2014,"['alternative rock', 'garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'piano rock', 'rock', 'stomp and holler']",0.468,0.0202,0.692,2.39e-06,0.523,-4.015,0.0295,78.009,0.561
7ioiB40H9xKs04QtIso2I3,273,Somebody,"['Natalie La Rose', 'Jeremih']",2qdONMCoDngQk0eV4Avs1i,False,64,189906,2014,[],0.83,0.000792,0.52,1.25e-05,0.0656,-8.714,0.0376,104.99,0.735
5S9lfZu1YF8xKkgSsqL2Bd,274,Elastic Heart,['Sia'],5WUlDfRSoLAfcVSX1WnrxN,False,63,257200,2014,"['australian dance', 'australian pop', 'dance pop', 'pop']",0.421,0.0117,0.791,1.48e-05,0.146,-4.998,0.0496,130.075,0.499
2tpfxAXiI52znho4WE3XFA,275,Talking Body,['Tove Lo'],4NHQUGzhtTLFvgF5SZesLK,True,63,238426,2014,"['dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",0.736,0.0966,0.761,0.0,0.0823,-5.449,0.0338,119.999,0.114
5XX9oGZfgKMXdHnEp4t2JB,276,Money On My Mind,['Sam Smith'],2wY79sveU1sp5g7SokKOiI,False,63,192670,2014,"['pop', 'uk pop']",0.688,0.204,0.841,0.000295,0.229,-5.217,0.179,133.912,0.743
5L2l7mI8J1USMzhsmdjat9,277,Red Lights,['Tiësto'],2o5jDhtHVPhrJdv3cEQ99Z,False,63,262200,2014,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",0.654,0.000629,0.83,1.13e-06,0.121,-4.801,0.0366,124.989,0.548
794F99D5BQHS5ZGRXAs7I5,278,Anaconda,['Nicki Minaj'],0hCNtLu0JehylgoiP8L4Gh,True,63,260240,2014,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",0.964,0.0668,0.605,7.78e-06,0.214,-6.223,0.179,129.994,0.646
2QtJA4gbwe1AcanB2p21aP,279,Stay The Night - Featuring Hayley Williams Of Paramore,"['Zedd', 'Hayley Williams']",2qxJFvFYMEDqd7ui6kSAcq,False,62,217346,2014,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house']",0.596,0.109,0.738,0.0,0.0947,-3.109,0.0411,127.961,0.461
6g6A7qNhTfUgOSH7ROOxTD,280,Talk Dirty (feat. 2 Chainz),"['Jason Derulo', '2 Chainz']",07YZf4WDAMNwqr4jfgOZ8y,True,62,177685,2014,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",0.76,0.0348,0.652,0.0,0.307,-7.321,0.232,100.315,0.759
19cL3SOKpwnwoKkII7U3Wh,281,Geronimo,['Sheppard'],6VxCmtR7S3yz4vnzsJqhSV,False,62,218227,2014,"['australian indie', 'australian pop', 'folk-pop', 'pop', 'pop rock']",0.705,0.456,0.78,0.00152,0.115,-6.267,0.0805,142.028,0.457
5NQJnRpJHRaupdegphntQT,282,Jealous - Remix,"['Nick Jonas', 'Tinashe']",4Rxn7Im3LGfyRkY2FlHhWi,True,62,222186,2014,"['dance pop', 'edm', 'pop', 'post-teen pop']",0.684,0.0132,0.71,0.0,0.444,-3.614,0.0779,93.007,0.451
7pNC5ZIKtwUK0ReSpM3P9f,283,Black Widow,"['Iggy Azalea', 'Rita Ora']",5yG7ZAZafVaAlMTeBybKAL,True,62,209423,2014,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap']",0.743,0.192,0.72,0.000386,0.109,-3.753,0.124,163.99,0.519
2ia7iiEtpiOL2ZVuWxBZGB,284,I Will Never Let You Down,['Rita Ora'],5CCwRZC6euC8Odo6y9X8jr,False,62,203466,2014,"['dance pop', 'edm', 'electropop', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",0.753,0.403,0.801,0.0,0.128,-3.215,0.0296,128.011,0.794
51tUT1gHE30GQPhn1agudM,285,Hideaway,['Kiesza'],4zxvC7CRGvggq9EWXOpwAo,False,62,251986,2014,"['electropop', 'pop edm']",0.838,0.0862,0.72,0.00696,0.0772,-4.135,0.0483,122.993,0.203
40xhyfAPDoMtv494MfPevP,286,XO,['Beyoncé'],6vWDO969PvNqNYHIOW5v0m,False,62,215946,2014,"['dance pop', 'pop', 'r&b']",0.47,0.164,0.793,1.31e-06,0.313,-8.929,0.26,170.1,0.216
1fo2ctLqj3zBhRQKOXprol,287,Style,['Taylor Swift'],06HL4z0CvFAxyc27GXpf02,False,61,231000,2014,['pop'],0.588,0.00245,0.791,0.00258,0.118,-5.595,0.0402,94.933,0.487
3qqho4PnTn3zlMPBzWhFFD,288,Ugly Heart,['G.R.L.'],3Yl4nkmEa8BSuGWbwhdLDq,False,61,198306,2014,"['dance pop', 'girl group', 'pop', 'post-teen pop']",0.65,0.019,0.786,0.0,0.323,-5.488,0.0463,124.96,0.446
5BJSZocnCeSNeYMj3iVqM7,289,Love Runs Out,['OneRepublic'],5Pwc4xIPtQLFEnJriah9YJ,False,60,224226,2014,"['piano rock', 'pop']",0.719,0.167,0.935,0.0,0.0973,-3.752,0.0589,120.022,0.738
1JCCdiru7fhstOIF4N7WJC,290,Amnesia,['5 Seconds of Summer'],5Rl15oVamLq7FbSb0NNBNy,False,60,237247,2014,"['boy band', 'dance pop', 'pop', 'post-teen pop']",0.572,0.0283,0.499,0.0,0.213,-5.237,0.0311,101.593,0.108
5KONnBIQ9LqCxyeSPin26k,291,Trumpets,['Jason Derulo'],07YZf4WDAMNwqr4jfgOZ8y,False,60,217419,2014,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",0.635,0.555,0.691,0.0,0.097,-4.862,0.258,82.142,0.638
1HOlb9rdNOmy9b1Fakicjo,292,#SELFIE,['The Chainsmokers'],69GGBxA162lTqCwzJG5jLp,False,60,183750,2014,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",0.789,0.0135,0.916,8.09e-06,0.077,-3.262,0.249,127.956,0.658
5LIleJbUUgtvYnBW9wfY1W,293,Na Na,['Trey Songz'],2iojnBLj0qIMiKPvVhLnsH,False,60,231906,2014,"['dance pop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",0.67,0.328,0.476,0.0,0.104,-6.253,0.0406,96.975,0.235
39lS97papXAI72StGRtZBo,294,Wrapped Up (feat. Travie McCoy),"['Olly Murs', 'Travie McCoy']",3whuHq0yGx60atvA2RCVRW,False,59,185629,2014,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'uk pop']",0.787,0.0926,0.837,0.0,0.155,-5.419,0.0556,122.004,0.918
7m3povhdMDLZwuEKak0l0n,295,Wasted,"['Tiësto', 'Matthew Koma']",2o5jDhtHVPhrJdv3cEQ99Z,False,58,190013,2014,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",0.638,0.00149,0.816,0.00115,0.195,-5.503,0.0308,112.014,0.386
2stPxcgjdSImK7Gizl8ZUN,296,The Man,['Aloe Blacc'],0id62QV2SZZfvBn9xpmuCl,False,58,254880,2014,"['neo soul', 'pop soul', 'r&b']",0.308,0.0331,0.769,0.0,0.214,-7.256,0.065,81.853,0.488
2GQEM9JuHu30sGFvRYeCxz,297,Faded,['ZHU'],28j8lBWDdDSHSSt5oPlsX2,False,57,223480,2014,"['edm', 'electro house']",0.867,0.00843,0.477,0.175,0.113,-7.183,0.049,124.979,0.614
2JI71GHwq2LN8mtq3iCLYo,298,CoCo,['O.T. Genasis'],1Zatb2YN4erBOoSivOXc0o,True,57,239573,2014,"['gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.886,0.00215,0.628,1.15e-05,0.31,-5.949,0.131,119.906,0.178
1fu5IQSRgPxJL2OTP7FVLW,299,I See Fire,['Ed Sheeran'],6eUKZXaKkcviH0Ku9w2n3V,False,57,300746,2014,"['pop', 'uk pop']",0.633,0.562,0.0519,0.0,0.097,-21.107,0.0365,76.034,0.204
32OlwWuMpZ6b0aN2RZOeMS,300,Uptown Funk (feat. Bruno Mars),"['Mark Ronson', 'Bruno Mars']",3hv9jJF3adDNsBSIQDqcjp,True,80,269666,2015,"['dance pop', 'neo soul', 'pop']",0.856,0.00801,0.609,8.15e-05,0.0344,-7.223,0.0824,114.988,0.928
34gCuhDGsG4bRPIf9bb02f,301,Thinking out Loud,['Ed Sheeran'],6eUKZXaKkcviH0Ku9w2n3V,False,80,281560,2015,"['pop', 'uk pop']",0.781,0.474,0.445,0.0,0.184,-6.061,0.0295,78.998,0.591
2JzZzZUQj3Qff7wapcbKjc,302,See You Again (feat. Charlie Puth),"['Wiz Khalifa', 'Charlie Puth']",137W8MRPWKqSmrBGDBFSop,False,78,229525,2015,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.689,0.369,0.481,1.03e-06,0.0649,-7.503,0.0815,80.025,0.283
4B0JvthVoAAuygILe3n4Bs,303,What Do You Mean?,['Justin Bieber'],1uNFoZAHBGtllmzznpCI3s,False,75,205680,2015,"['canadian pop', 'pop']",0.845,0.59,0.567,0.00142,0.0811,-8.118,0.0956,125.02,0.793
1Lim1Py7xBgbAkAys3AGAG,304,Lean On,"['Major Lazer', 'MØ', 'DJ Snake']",738wLrAtLtCtFOLvQBXOXp,False,69,176561,2015,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",0.723,0.00346,0.809,0.00123,0.565,-3.081,0.0625,98.007,0.274
2PIvq1pGrUjY007X5y1UpM,305,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",['The Weeknd'],1Xyo4u8uXC1ZmMpatF05PJ,False,73,252226,2015,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.659,0.385,0.381,0.0,0.0972,-5.922,0.0304,119.844,0.426
3zHq9ouUJQFQRf3cm1rRLu,306,"Love Me Like You Do - From ""Fifty Shades Of Grey""",['Ellie Goulding'],0X2BH1fck6amBIoJhDVmmJ,False,75,252534,2015,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",0.262,0.247,0.606,0.0,0.125,-6.646,0.0484,189.857,0.275
0ct6r3EGTcMLPtrXHDvVjc,307,The Nights,['Avicii'],1vCWHaC5f2uS3yhpwWbIA6,False,82,176658,2015,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",0.527,0.0166,0.835,0.0,0.249,-5.298,0.0433,125.983,0.654
5E30LdtzQTGqRvNd7l6kG5,308,Daddy Issues,['The Neighbourhood'],77SW9BnxLY8rJ0RciFqkHh,False,82,260173,2015,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",0.588,0.0678,0.521,0.149,0.123,-9.461,0.0329,85.012,0.337
