,Unnamed: 0,name,artists,artistid,id,explicit,popularity,durationms,year,genres
272,72,First,['Cold War Kids'],6VDdCwrBM4qQaGxoAyxyJC,3omXshBamrREltcf24gYDC,False,64,200360,2014,"['alternative rock', 'garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'piano rock', 'rock', 'stomp and holler']"
273,73,Somebody,"['Natalie La Rose', 'Jeremih']",2qdONMCoDngQk0eV4Avs1i,7ioiB40H9xKs04QtIso2I3,False,64,189906,2014,[]
274,74,Elastic Heart,['Sia'],5WUlDfRSoLAfcVSX1WnrxN,5S9lfZu1YF8xKkgSsqL2Bd,False,63,257200,2014,"['australian dance', 'australian pop', 'dance pop', 'pop']"
275,75,Talking Body,['Tove Lo'],4NHQUGzhtTLFvgF5SZesLK,2tpfxAXiI52znho4WE3XFA,True,63,238426,2014,"['dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']"
276,76,Money On My Mind,['Sam Smith'],2wY79sveU1sp5g7SokKOiI,5XX9oGZfgKMXdHnEp4t2JB,False,63,192670,2014,"['pop', 'uk pop']"
277,77,Red Lights,['Tiësto'],2o5jDhtHVPhrJdv3cEQ99Z,5L2l7mI8J1USMzhsmdjat9,False,63,262200,2014,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']"
278,78,Anaconda,['Nicki Minaj'],0hCNtLu0JehylgoiP8L4Gh,794F99D5BQHS5ZGRXAs7I5,True,63,260240,2014,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']"
279,79,Stay The Night - Featuring Hayley Williams Of Paramore,"['Zedd', 'Hayley Williams']",2qxJFvFYMEDqd7ui6kSAcq,2QtJA4gbwe1AcanB2p21aP,False,62,217346,2014,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house']"
280,80,Talk Dirty (feat. 2 Chainz),"['Jason Derulo', '2 Chainz']",07YZf4WDAMNwqr4jfgOZ8y,6g6A7qNhTfUgOSH7ROOxTD,True,62,177685,2014,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']"
281,81,Geronimo,['Sheppard'],6VxCmtR7S3yz4vnzsJqhSV,19cL3SOKpwnwoKkII7U3Wh,False,62,218227,2014,"['australian indie', 'australian pop', 'folk-pop', 'pop', 'pop rock']"
282,82,Jealous - Remix,"['Nick Jonas', 'Tinashe']",4Rxn7Im3LGfyRkY2FlHhWi,5NQJnRpJHRaupdegphntQT,True,62,222186,2014,"['dance pop', 'edm', 'pop', 'post-teen pop']"
283,83,Black Widow,"['Iggy Azalea', 'Rita Ora']",5yG7ZAZafVaAlMTeBybKAL,7pNC5ZIKtwUK0ReSpM3P9f,True,62,209423,2014,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap']"
284,84,I Will Never Let You Down,['Rita Ora'],5CCwRZC6euC8Odo6y9X8jr,2ia7iiEtpiOL2ZVuWxBZGB,False,62,203466,2014,"['dance pop', 'edm', 'electropop', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']"
285,85,Hideaway,['Kiesza'],4zxvC7CRGvggq9EWXOpwAo,51tUT1gHE30GQPhn1agudM,False,62,251986,2014,"['electropop', 'pop edm']"
286,86,XO,['Beyoncé'],6vWDO969PvNqNYHIOW5v0m,40xhyfAPDoMtv494MfPevP,False,62,215946,2014,"['dance pop', 'pop', 'r&b']"
287,87,Style,['Taylor Swift'],06HL4z0CvFAxyc27GXpf02,1fo2ctLqj3zBhRQKOXprol,False,61,231000,2014,['pop']
288,88,Ugly Heart,['G.R.L.'],3Yl4nkmEa8BSuGWbwhdLDq,3qqho4PnTn3zlMPBzWhFFD,False,61,198306,2014,"['dance pop', 'girl group', 'pop', 'post-teen pop']"
289,89,Love Runs Out,['OneRepublic'],5Pwc4xIPtQLFEnJriah9YJ,5BJSZocnCeSNeYMj3iVqM7,False,60,224226,2014,"['piano rock', 'pop']"
290,90,Amnesia,['5 Seconds of Summer'],5Rl15oVamLq7FbSb0NNBNy,1JCCdiru7fhstOIF4N7WJC,False,60,237247,2014,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
291,91,Trumpets,['Jason Derulo'],07YZf4WDAMNwqr4jfgOZ8y,5KONnBIQ9LqCxyeSPin26k,False,60,217419,2014,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']"
292,92,#SELFIE,['The Chainsmokers'],69GGBxA162lTqCwzJG5jLp,1HOlb9rdNOmy9b1Fakicjo,False,60,183750,2014,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
293,93,Na Na,['Trey Songz'],2iojnBLj0qIMiKPvVhLnsH,5LIleJbUUgtvYnBW9wfY1W,False,60,231906,2014,"['dance pop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
294,94,Wrapped Up (feat. Travie McCoy),"['Olly Murs', 'Travie McCoy']",3whuHq0yGx60atvA2RCVRW,39lS97papXAI72StGRtZBo,False,59,185629,2014,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'uk pop']"
295,95,Wasted,"['Tiësto', 'Matthew Koma']",2o5jDhtHVPhrJdv3cEQ99Z,7m3povhdMDLZwuEKak0l0n,False,58,190013,2014,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']"
296,96,The Man,['Aloe Blacc'],0id62QV2SZZfvBn9xpmuCl,2stPxcgjdSImK7Gizl8ZUN,False,58,254880,2014,"['neo soul', 'pop soul', 'r&b']"
297,97,Faded,['ZHU'],28j8lBWDdDSHSSt5oPlsX2,2GQEM9JuHu30sGFvRYeCxz,False,57,223480,2014,"['edm', 'electro house']"
298,98,CoCo,['O.T. Genasis'],1Zatb2YN4erBOoSivOXc0o,2JI71GHwq2LN8mtq3iCLYo,True,57,239573,2014,"['gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
299,99,I See Fire,['Ed Sheeran'],6eUKZXaKkcviH0Ku9w2n3V,1fu5IQSRgPxJL2OTP7FVLW,False,57,300746,2014,"['pop', 'uk pop']"
300,0,Uptown Funk (feat. Bruno Mars),"['Mark Ronson', 'Bruno Mars']",3hv9jJF3adDNsBSIQDqcjp,32OlwWuMpZ6b0aN2RZOeMS,True,80,269666,2015,"['dance pop', 'neo soul', 'pop']"
301,1,Thinking out Loud,['Ed Sheeran'],6eUKZXaKkcviH0Ku9w2n3V,34gCuhDGsG4bRPIf9bb02f,False,80,281560,2015,"['pop', 'uk pop']"
302,2,See You Again (feat. Charlie Puth),"['Wiz Khalifa', 'Charlie Puth']",137W8MRPWKqSmrBGDBFSop,2JzZzZUQj3Qff7wapcbKjc,False,78,229525,2015,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
303,3,What Do You Mean?,['Justin Bieber'],1uNFoZAHBGtllmzznpCI3s,4B0JvthVoAAuygILe3n4Bs,False,75,205680,2015,"['canadian pop', 'pop']"
304,4,Lean On,"['Major Lazer', 'MØ', 'DJ Snake']",738wLrAtLtCtFOLvQBXOXp,1Lim1Py7xBgbAkAys3AGAG,False,69,176561,2015,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']"
305,5,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",['The Weeknd'],1Xyo4u8uXC1ZmMpatF05PJ,2PIvq1pGrUjY007X5y1UpM,False,73,252226,2015,"['canadian contemporary r&b', 'canadian pop', 'pop']"
306,6,"Love Me Like You Do - From ""Fifty Shades Of Grey""",['Ellie Goulding'],0X2BH1fck6amBIoJhDVmmJ,3zHq9ouUJQFQRf3cm1rRLu,False,75,252534,2015,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']"
307,7,The Nights,['Avicii'],1vCWHaC5f2uS3yhpwWbIA6,0ct6r3EGTcMLPtrXHDvVjc,False,82,176658,2015,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
308,8,Daddy Issues,['The Neighbourhood'],77SW9BnxLY8rJ0RciFqkHh,5E30LdtzQTGqRvNd7l6kG5,False,82,260173,2015,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']"
309,9,Stressed Out,['Twenty One Pilots'],3YQKmKGau1PzlVlkL1iodx,3CRDbSIZ4r5MsZ0YwxuEkn,False,81,202333,2015,"['modern rock', 'rock']"
310,10,Blank Space,['Taylor Swift'],06HL4z0CvFAxyc27GXpf02,1p80LdxRV74UKvL8gnD7ky,False,73,231826,2015,['pop']
311,11,The Hills,['The Weeknd'],1Xyo4u8uXC1ZmMpatF05PJ,7fBv7CLKzipRk6EC6TWHOB,True,84,242253,2015,"['canadian contemporary r&b', 'canadian pop', 'pop']"
312,12,The Less I Know The Better,['Tame Impala'],5INjqkS1o8h1imAzPqGZBb,6K4t31amVTZDgR3sKmwUJJ,True,81,216320,2015,"['australian psych', 'neo-psychedelic']"
313,13,Love Yourself,['Justin Bieber'],1uNFoZAHBGtllmzznpCI3s,50kpGaPAhYJ3sGmk6vplg0,False,80,233720,2015,"['canadian pop', 'pop']"
314,14,Don't,['Bryson Tiller'],2EMAnMvWE2eb56ToJVfCWs,3pXF1nA74528Edde4of9CC,True,80,198293,2015,"['kentucky hip hop', 'pop', 'r&b', 'rap', 'trap']"
315,15,Shut Up and Dance,['WALK THE MOON'],6DIS6PRrLS3wbnZsf7vYic,4kbj5MwxO1bq9wjT5g9HaA,False,79,199080,2015,"['dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
316,16,One Last Time,['Ariana Grande'],66CXWjxzNUsdJxJ2JdwvnR,7xoUc6faLbCqZO6fQEYprd,False,79,197266,2015,"['dance pop', 'pop']"
317,17,Waiting For Love,['Avicii'],1vCWHaC5f2uS3yhpwWbIA6,2P4OICZRVAQcYAV2JReRfj,False,79,230613,2015,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
318,18,Can't Feel My Face,['The Weeknd'],1Xyo4u8uXC1ZmMpatF05PJ,22VdIZQfgXJea34mQxlt81,False,79,213520,2015,"['canadian contemporary r&b', 'canadian pop', 'pop']"
319,19,Electric Love,['BØRNS'],1KP6TWI40m7p3QBTU6u2xo,2GiJYvgVaD2HtM8GqD9EgQ,False,77,218106,2015,"['modern rock', 'pop']"
320,20,Time of Our Lives,"['Pitbull', 'Ne-Yo']",0TnOYISbd1XYRBk9myaseg,2bJvI42r8EF3wxjOuDav4r,True,77,229360,2015,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
321,21,Centuries,['Fall Out Boy'],4UXqAaa6dQYAk18Lv7PEgX,04aAxqtGp5pv12UXAg4pkq,False,77,228360,2015,"['emo', 'modern rock']"
322,22,Way down We Go,['KALEO'],7jdFEYD2LTYjfwxOdlVjmc,0y1QJc3SJVPKJ1OvFmFqe6,False,77,213706,2015,"['icelandic indie', 'icelandic rock', 'modern alternative rock']"
323,23,Sorry,['Justin Bieber'],1uNFoZAHBGtllmzznpCI3s,09CtPGIpYB4BrO8qb1RGsF,False,78,200786,2015,"['canadian pop', 'pop']"
324,24,Like I Can,['Sam Smith'],2wY79sveU1sp5g7SokKOiI,2TeLIzFBe3hxkPR5FIQZut,False,77,167065,2015,"['pop', 'uk pop']"
325,25,Drag Me Down,['One Direction'],4AK6F7OLvEQ5QYCBNiQWHq,2K87XMYnUMqLcX3zvtAF4G,False,76,192120,2015,"['boy band', 'pop', 'post-teen pop', 'talent show']"
326,26,Outside (feat. Ellie Goulding),"['Calvin Harris', 'Ellie Goulding']",7CajNmpbOovFoOoasH2HaY,7MmG8p0F9N3C4AXdK6o6Eb,False,76,227266,2015,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
327,27,Like I'm Gonna Lose You (feat. John Legend),"['Meghan Trainor', 'John Legend']",6JL8zeS1NmiOftqZTRgdTz,2YlZnw2ikdb837oKMKjBkW,False,75,225053,2015,"['dance pop', 'hip pop', 'pop']"
328,28,Cool for the Summer,['Demi Lovato'],6S2OmqARrzebs0tKUEyXyp,3uwnnTQcHM1rDqSfA4gQNz,True,75,214739,2015,"['dance pop', 'pop', 'post-teen pop']"
329,29,Locked Away (feat. Adam Levine),"['R. City', 'Adam Levine']",4TH4BHy0LdBi3dpBW4P2UX,7x5xYW5W42OGPAdHUyyguy,False,75,227480,2015,"['reggae fusion', 'virgin islands reggae']"
330,30,Love Me Harder,"['Ariana Grande', 'The Weeknd']",66CXWjxzNUsdJxJ2JdwvnR,5J4ZkQpzMUFojo1CtAZYpn,False,75,236133,2015,"['dance pop', 'pop']"
331,31,Hotline Bling,['Drake'],3TVXtAsR1Inumwj472S9r4,0wwPcA6wtMf6HUMpIRdeP7,False,74,267066,2015,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
332,32,Lush Life,['Zara Larsson'],1Xylc3o4UrD53lo9CvFvVg,1rIKgCH4H52lrvDcz50hS8,False,74,201122,2015,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']"
333,33,FourFiveSeconds,"['Rihanna', 'Kanye West', 'Paul McCartney']",5pKCCKE2ajJHZ9KAiaK11H,78TTtXnFQPzwqlbtbwqN0y,False,74,188238,2015,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']"
334,34,Take Me to Church,['Hozier'],2FXC3k01G6Gw61bmprjgqS,1CS7Sd1u5tWkstBhpssyjP,False,74,241693,2015,"['irish singer-songwriter', 'pop']"
335,35,Perfect,['One Direction'],4AK6F7OLvEQ5QYCBNiQWHq,3NLnwwAQbbFKcEcV8hDItk,False,75,230333,2015,"['boy band', 'pop', 'post-teen pop', 'talent show']"
336,36,Fight Song,['Rachel Platten'],3QLIkT4rD2FMusaqmkepbq,37f4ITSlgPX81ad2EvmVQr,False,74,204013,2015,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
337,37,Chill Bill (feat. J. Davi$ & Spooks),"['Rob $tone', 'J. Davi$', 'J Spooks']",2hWs22BmQkK4czFtDLnar2,5uDASfU19gDxSjW8cnCaBp,True,74,177184,2015,['san diego rap']
338,38,How Deep Is Your Love,"['Calvin Harris', 'Disciples']",7CajNmpbOovFoOoasH2HaY,22mek4IiqubGD9ctzxc69s,False,73,212640,2015,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
339,39,Sugar (feat. Francesco Yates),"['Robin Schulz', 'Francesco Yates']",3t5xRXzsuZmMDkQzgOX35S,5tf1VVWniHgryyumXyJM7w,False,73,219043,2015,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'pop rap', 'tropical house']"
340,40,Renegades,['X Ambassadors'],3NPpFNZtSTHheNBaWC82rB,0fYVliAYKHuPmECRs1pbRf,False,73,195200,2015,"['modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']"
341,41,Stitches,['Shawn Mendes'],7n2wHs1TKAczGzO7Dd2rGr,5jsw9uXEGuKyJzs0boZ1bT,False,73,206880,2015,"['canadian pop', 'dance pop', 'pop', 'viral pop']"
342,42,Firestone,"['Kygo', 'Conrad Sewell']",23fqKkggKUBHNkbKtXEls4,1I8tHoNBFTuoJAlh4hfVVE,False,73,271640,2015,"['edm', 'pop', 'pop dance', 'tropical house']"
343,43,My House,['Flo Rida'],0jnsk9HBra6NMjO2oANoPY,6Knv6wdA0luoMUuuoYi2i1,False,73,192190,2015,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']"
344,44,In The Night,['The Weeknd'],1Xyo4u8uXC1ZmMpatF05PJ,25KybV9BOUlvcnv7nN3Pyo,True,73,235653,2015,"['canadian contemporary r&b', 'canadian pop', 'pop']"
345,45,Dear Future Husband,['Meghan Trainor'],6JL8zeS1NmiOftqZTRgdTz,3cU2wBxuV6nFiuf6PJZNlC,False,72,184226,2015,"['dance pop', 'hip pop', 'pop']"
346,46,oui,['Jeremih'],3KV3p5EY4AvKxOlhGHORLg,0PJIbOdMs3bd5AT8liULMQ,False,72,238320,2015,"['chicago rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
347,47,When We Were Young,['Adele'],4dpARuHxo51G3z768sgnrY,7GgWAITsYJaRM3r50rfh5w,False,71,290900,2015,"['british soul', 'pop', 'pop soul', 'uk pop']"
348,48,King Kunta,['Kendrick Lamar'],2YZyLoL8N0Wb9xBt1NhZWg,0N3W5peJUQtI4eyR6GJT5O,True,71,234693,2015,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
349,49,Want to Want Me,['Jason Derulo'],07YZf4WDAMNwqr4jfgOZ8y,7oGZAicScQt96OAW4AruYy,False,71,207719,2015,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']"
350,50,I Don't Fuck With You,"['Big Sean', 'E-40']",0c173mlxpT3dSFRgMO8XPh,7FYH5AW3bVfZHJIQpq3UOA,True,71,284386,2015,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
351,51,Runaway (U & I),['Galantis'],4sTQVOfp9vEMCemLw50sbu,46lFttIf5hnUZMGvjK0Wxo,False,71,227073,2015,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']"
352,52,Black Magic,['Little Mix'],3e7awlrlDSwF3iM0WBjGMp,6rmXhRIemCTPyMYZRDN7Qg,False,71,211786,2015,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']"
353,53,Stole the Show,"['Kygo', 'Parson James']",23fqKkggKUBHNkbKtXEls4,5masKPHeAOVNgxdLebIcK7,False,71,223186,2015,"['edm', 'pop', 'pop dance', 'tropical house']"
354,54,Style,['Taylor Swift'],06HL4z0CvFAxyc27GXpf02,4lIxdJw6W3Fg4vUIYCB0S5,False,71,231000,2015,['pop']
355,55,679 (feat. Remy Boyz),"['Fetty Wap', 'Remy Boyz']",6PXS4YHDkKvl1wkIl4V8DL,5NQbUaeTEOGdD6hHcre0dZ,True,71,196693,2015,"['dance pop', 'new jersey rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
356,56,Where Are Ü Now (with Justin Bieber),"['Jack Ü', 'Skrillex', 'Diplo', 'Justin Bieber']",1HxJeLhIuegM3KgvPn8sTa,66hayvUbTotekKU3H4ta1f,False,71,250285,2015,"['dance pop', 'edm', 'electro house', 'pop dance']"
357,57,Unsteady,['X Ambassadors'],3NPpFNZtSTHheNBaWC82rB,7lGKEWMXVWWTt3X71Bv44I,False,70,193546,2015,"['modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']"
358,58,Send My Love (To Your New Lover),['Adele'],4dpARuHxo51G3z768sgnrY,0t7fVeEJxO2Xi4H2K5Svc9,False,70,223078,2015,"['british soul', 'pop', 'pop soul', 'uk pop']"
359,59,Worth It (feat. Kid Ink),"['Fifth Harmony', 'Kid Ink']",1l8Fu6IkuTP0U5QetQJ5Xt,41Fflg7qHiVOD6dEPvsCzO,False,70,224573,2015,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']"
360,60,Never Forget You,"['Zara Larsson', 'MNEK']",1Xylc3o4UrD53lo9CvFvVg,6hmhG1b4LEyNuashVvuIAo,False,70,213427,2015,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']"
361,61,Wildest Dreams,['Taylor Swift'],06HL4z0CvFAxyc27GXpf02,59HjlYCeBsxdI0fcm3zglw,False,69,220440,2015,['pop']
362,62,Antidote,['Travis Scott'],0Y5tJX1MQlPlqiwlOH1tJY,1wHZx0LgzFHyeIZkUydNXq,True,69,262693,2015,"['rap', 'slap house']"
363,63,Die A Happy Man,['Thomas Rhett'],6x2LnllRG5uGarZMsD4iO8,5kNe7PE09d6Kvw5pAsx23n,False,69,227426,2015,"['contemporary country', 'country', 'country road']"
364,64,Ex's & Oh's,['Elle King'],3bhu7P5PfngueRHiB9hjcx,70eDxAyAraNTiD6lx2ZEnH,False,69,202173,2015,['modern blues rock']
365,65,Trap Queen,['Fetty Wap'],6PXS4YHDkKvl1wkIl4V8DL,2d8JP84HNLKhmd6IYOoupQ,True,70,222093,2015,"['dance pop', 'new jersey rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
366,66,Hello,['Adele'],4dpARuHxo51G3z768sgnrY,62PaSfnXSMyLshYJrlTuL3,False,70,295502,2015,"['british soul', 'pop', 'pop soul', 'uk pop']"
367,67,Bitch Better Have My Money,['Rihanna'],5pKCCKE2ajJHZ9KAiaK11H,0NTMtAO2BV4tnGvw9EgBVq,True,69,219305,2015,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']"
368,68,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),"['Felix Jaehn', 'Jasmine Thompson']",4bL2B6hmLlMWnUEZnorEtG,3c8iiZGfEammKJuWTErE5x,False,69,186146,2015,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'pop dance', 'tropical house']"
369,69,Lips Are Movin,['Meghan Trainor'],6JL8zeS1NmiOftqZTRgdTz,6gj08XDlv9Duc2fPOxUmVD,False,69,182666,2015,"['dance pop', 'hip pop', 'pop']"
370,70,Ayo,"['Chris Brown', 'Tyga']",7bXgB6jMjp9ATFy66eO08Z,0k6DnZMLoEUH8NGD5zh2SE,True,68,225226,2015,"['dance pop', 'r&b']"
371,71,Do It Again,"['Pia Mia', 'Chris Brown', 'Tyga']",1BhWF9W2PngtPSyobKg0rP,72Bz4ciRZPBcVSw0nrZDHi,True,68,207746,2015,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
372,72,Bad Blood,"['Taylor Swift', 'Kendrick Lamar']",06HL4z0CvFAxyc27GXpf02,6xsEAm6w9oMQYYg3jkEkMT,False,68,200106,2015,['pop']
373,73,Spirits,['The Strumbellas'],6ujr1NkqbZpYOhquczUUfl,1VyiUi0mRnSKgtHa5dBoUd,False,68,203653,2015,"['canadian indie', 'folk-pop', 'pop rock', 'stomp and holler']"
374,74,No Type,['Rae Sremmurd'],7iZtZyCzp3LItcw1wtPI3D,4scpF6J5uMBvoh6sFB7EL1,True,68,200080,2015,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
375,75,Jumpman,"['Drake', 'Future']",3TVXtAsR1Inumwj472S9r4,27GmP9AWRs744SzKcpJsTZ,True,68,205879,2015,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
376,76,"Honey, I'm Good.",['Andy Grammer'],2oX42qP5ineK3hrhBECLmj,4MflGTO2ZTcSQ12bWcyRgI,False,68,199263,2015,"['dance pop', 'neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop']"
377,77,The Heart Wants What It Wants,['Selena Gomez'],0C8ZW7ezQVs4URX5aX7Kqx,6wJwkMo278iWVlWl1XQ4WA,False,67,227373,2015,"['dance pop', 'pop', 'post-teen pop']"
378,78,High By The Beach,['Lana Del Rey'],00FQb4jTyendYWaN8pK0wa,7g3htkaLz4ETFn0cifwM3y,True,67,257573,2015,"['art pop', 'pop']"
379,79,All My Friends (feat. Tinashe & Chance the Rapper),"['Snakehips', 'Tinashe', 'Chance the Rapper']",2FwJwEswyIUAljqgjNSHgP,6TaqooOXAEcijL6G1AWS2K,True,67,229746,2015,"['edm', 'electro house', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house']"
380,80,I Really Like You,['Carly Rae Jepsen'],6sFIWsNpZYqfjUpaCgueju,2hHLbkatPwOOmrNxTiD41L,False,67,204763,2015,"['canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
381,81,Please Don't Go,['Joel Adams'],36jaGQtMj5UWD0eO1fCVdD,3cNjgVBKTJ1SvKhunrCdVy,False,66,210580,2015,"['australian pop', 'pop soul']"
382,82,Love Myself,['Hailee Steinfeld'],5p7f24Rk5HkUZsaS3BLG5F,36phXHOKx8rO7CMp2vNX4x,False,66,218773,2015,"['dance pop', 'pop', 'post-teen pop']"
383,83,Let It Go,['James Bay'],4EzkuveR9pLvDVFNx6foYD,13HVjjWUZFaWilh2QUJKsP,False,66,260533,2015,"['neo mellow', 'pop', 'pop rock']"
384,84,Post to Be (feat. Chris Brown & Jhene Aiko),"['Omarion', 'Chris Brown', 'Jhené Aiko']",0f5nVCcR06GX8Qikz0COtT,0fgZUSa7D7aVvv3GfO0A1n,True,66,226580,2015,"['dance pop', 'hip pop', 'pop r&b', 'r&b', 'southern hip hop', 'urban contemporary']"
385,85,Five More Hours,"['Deorro', 'Chris Brown']",6VD4UEUPvtsemqD3mmTqCR,3MOECVkNshqHYTPt5DZcdN,False,66,211975,2015,"['dance pop', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house']"
386,86,GDFR (feat. Sage the Gemini & Lookas),"['Flo Rida', 'Sage The Gemini', 'Lookas']",0jnsk9HBra6NMjO2oANoPY,26rdOwwjC2UnweK3xeS58u,False,66,190185,2015,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']"
387,87,Here,['Alessia Cara'],2wUjUUtkb5lvLKcGKsKqsR,5zUQZjVB6bfewBXWqsP9PY,False,66,199453,2015,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
388,88,7/11,['Beyoncé'],6vWDO969PvNqNYHIOW5v0m,02M6vucOvmRfMxTXDUwRXu,False,66,213506,2015,"['dance pop', 'pop', 'r&b']"
389,89,You Know You Like It,"['DJ Snake', 'AlunaGeorge']",540vIaP2JwjQb9dm3aArA4,57kR5SniQIbsbVoIjjOUDa,False,66,247266,2015,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']"
390,90,Sunset Lover,['Petit Biscuit'],6gK1Uct5FEdaUWRWpU4Cl2,0hNduWmlWmEmuwEFcYvRu1,False,66,237792,2015,"['new french touch', 'tropical house']"
391,91,Water Under the Bridge,['Adele'],4dpARuHxo51G3z768sgnrY,4jL6WWKFDqCOPo2hC3VhSS,False,65,240439,2015,"['british soul', 'pop', 'pop soul', 'uk pop']"
392,92,Slow Motion,['Trey Songz'],2iojnBLj0qIMiKPvVhLnsH,4NYwy0R3NdvORX2B6OZXBT,False,65,197854,2015,"['dance pop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
393,93,All Eyes on You (feat. Chris Brown & Nicki Minaj),"['Meek Mill', 'Chris Brown', 'Nicki Minaj']",20sxb77xiYeusSH8cVdatc,0hy1SOTEn9ifXTzOwnCwEr,True,65,223973,2015,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
394,94,Barcelona,['George Ezra'],2ysnwxxNtSgbb9t1m2Ur4j,3ieLey98V9mIIh3W9gBlPF,False,64,188960,2015,"['folk-pop', 'neo-singer-songwriter']"
395,95,Cheerleader - Felix Jaehn Remix Radio Edit,['OMI'],5MouCg6ta7zAxsfMEbc1uh,023OVLNzXhX0j7CxswUt6D,False,64,180560,2015,['dance pop']
396,96,Somebody,"['Natalie La Rose', 'Jeremih']",2qdONMCoDngQk0eV4Avs1i,7ioiB40H9xKs04QtIso2I3,False,64,189906,2015,[]
