,id,name,artists,artistid,explicit,popularity,durationms,year,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,dancepop,edm,pop,poprap,rap,arianagrande,badbunny,billieeilish,brunomars,calvinharris,cardib,chrisbrown,drake,dualipa,edsheeran,justinbieber,kendricklamar,khalid,nickiminaj,postmalone,rihanna,selenagomez,shawnmendes,taylorswift,theweeknd
481,7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,['Shawn Mendes'],7n2wHs1TKAczGzO7Dd2rGr,False,82,199440,2017,0.866,0.38,0.813,0.0,0.0779,-4.063,0.0554,121.998,0.969,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
482,5oO3drDxtziYU2H1X23ZIp,Love On The Brain,['Rihanna'],5pKCCKE2ajJHZ9KAiaK11H,True,81,224000,2017,0.509,0.0717,0.637,1.08e-05,0.0789,-4.83,0.0471,172.006,0.378,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
483,0WtDGnWL2KrMCk0mI1Gpwz,Redbone,['Childish Gambino'],73sIBHcqh3Z3NyqHKZ7FOL,True,81,326933,2017,0.745,0.174,0.353,0.00662,0.118,-10.614,0.0983,160.111,0.598,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,['Bruno Mars'],0du5cEVh5yTK9QJze8zA0C,False,81,206693,2017,0.853,0.013,0.56,0.0,0.0944,-4.961,0.0406,134.066,0.86,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,6gBFPUFcJLzWGx4lenP6h2,goosebumps,['Travis Scott'],0Y5tJX1MQlPlqiwlOH1tJY,True,80,243836,2017,0.841,0.0847,0.728,0.0,0.149,-3.37,0.0484,130.049,0.43,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,['XXXTENTACION'],15UsOTVnJzReFVN1VCnxy4,True,80,119133,2017,0.872,0.469,0.391,4.13e-06,0.297,-9.144,0.242,134.021,0.437,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,04sN26COy28wTXYj3dMoiZ,Bored,['Billie Eilish'],6qqNVTkY8uBg9cP3Jd7DAH,False,80,180933,2017,0.614,0.896,0.318,0.00239,0.0795,-12.695,0.0478,119.959,0.112,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,['Kendrick Lamar'],2YZyLoL8N0Wb9xBt1NhZWg,True,80,177000,2017,0.908,0.000282,0.621,5.39e-05,0.0958,-6.638,0.102,150.011,0.421,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
489,5Ohxk2dO5COHF1krpoPigN,Sign of the Times,['Harry Styles'],6KImCVD70vtIoJWnq6nGn3,False,80,340706,2017,0.516,0.0275,0.595,0.0,0.109,-4.63,0.0313,119.972,0.222,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,5mCPDVBb16L4XQwDdbRUpz,Passionfruit,['Drake'],3TVXtAsR1Inumwj472S9r4,True,79,298940,2017,0.809,0.256,0.463,0.085,0.109,-11.377,0.0396,111.98,0.364,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
491,0VgkVdmE4gld66l8iyGjgx,Mask Off,['Future'],1RyvyyTE3xzB2ZywiAwp0i,True,79,204600,2017,0.833,0.0102,0.434,0.0219,0.165,-8.795,0.431,150.062,0.281,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,48QmG1dfvMuYLxMPt7KSRA,No Lie,"['Sean Paul', 'Dua Lipa']",3Isy6kedDrgPYoTS1dazA9,False,79,221176,2017,0.742,0.0466,0.882,0.0,0.206,-2.862,0.117,102.04,0.463,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
493,7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,['Lil Uzi Vert'],4O15NlyKLIASxsJ0PrXPfz,True,79,182706,2017,0.732,0.00264,0.75,0.0,0.109,-6.366,0.231,155.096,0.401,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,5cF0dROlMOK5uNZtivgu50,Attention,['Charlie Puth'],6VuMaDnrHyPL1p4EHjYLi7,False,79,208786,2017,0.775,0.109,0.613,2.33e-05,0.134,-4.586,0.0542,100.066,0.797,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,3B54sVLJ402zGa6Xm4YGNe,Unforgettable,"['French Montana', 'Swae Lee']",6vXTefBL93Dj5IqAWq6OTv,True,78,233901,2017,0.726,0.0293,0.769,0.0101,0.104,-5.043,0.123,97.985,0.733,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,0AS63m1wHv9n4VVRizK6Hc,Mercy,['Shawn Mendes'],7n2wHs1TKAczGzO7Dd2rGr,False,78,208733,2017,0.555,0.125,0.662,0.0,0.111,-4.952,0.0827,148.128,0.356,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
497,3a1lNhkSLSkpJE4MSHpDu9,Congratulations,"['Post Malone', 'Quavo']",246dkjvS1zLTtiykXe5h60,True,78,220293,2017,0.63,0.215,0.804,0.0,0.253,-4.183,0.0363,123.146,0.492,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
498,6PGoSes0D9eUDeeAafB2As,LOVE. FEAT. ZACARI.,"['Kendrick Lamar', 'Zacari']",2YZyLoL8N0Wb9xBt1NhZWg,True,79,213400,2017,0.8,0.264,0.585,0.0,0.153,-7.343,0.0924,126.058,0.779,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
499,2Y0iGXY6m6immVb2ktbseM,Little Dark Age,['MGMT'],0SwO7SWeDHJijQ3XNS7xEE,False,78,299960,2017,0.705,0.0102,0.712,0.000855,0.1,-6.156,0.0385,97.512,0.62,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,5vjLSffimiIP26QG5WcN2K,Hold On,['Chord Overstreet'],5D3muNJhYYunbRkh3FKgX0,False,78,198853,2017,0.618,0.469,0.443,0.0,0.0829,-9.681,0.0526,119.949,0.167,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,3dhjNA0jGA8vHBQ1VdD6vV,I Feel It Coming,"['The Weeknd', 'Daft Punk']",1Xyo4u8uXC1ZmMpatF05PJ,False,78,269186,2017,0.773,0.428,0.819,0.0,0.0679,-5.946,0.118,92.987,0.585,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
502,6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,['Imagine Dragons'],53XhwfbYqKCa1cC15pYq2q,False,78,201240,2017,0.672,0.0362,0.655,0.0,0.117,-5.021,0.0311,134.945,0.556,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,2ekn2ttSfGqwhhate0LSR0,New Rules,['Dua Lipa'],6M2wZ9GZgrQXHCFfjv46we,False,77,209320,2017,0.762,0.00261,0.7,1.56e-05,0.153,-6.021,0.0694,116.073,0.608,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
504,5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,['Khalid'],6LuN9FCkKOj5PcnpouEgny,False,77,202546,2017,0.799,0.199,0.539,1.66e-05,0.165,-6.351,0.0421,136.948,0.394,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
505,2RttW7RAu5nOAfq6YFvApB,Happier,['Ed Sheeran'],6eUKZXaKkcviH0Ku9w2n3V,False,77,207520,2017,0.522,0.536,0.385,0.0,0.135,-7.355,0.0288,89.792,0.236,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
506,58zsLZPvfflaiIbNWoA22O,Human,"[""Rag'n'Bone Man""]",4f9iBmdUOhQWeP7dcAn1pf,False,76,200186,2017,0.602,0.393,0.707,0.0,0.165,-4.097,0.302,75.087,0.554,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,6b8Be6ljOzmkOmFslEb23P,24K Magic,['Bruno Mars'],0du5cEVh5yTK9QJze8zA0C,False,76,225983,2017,0.818,0.034,0.803,0.0,0.153,-4.282,0.0797,106.97,0.632,1.0,1.0,1.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,1UZOjK1BwmwWU14Erba9CZ,Malibu,['Miley Cyrus'],5YGY8feqx7naU7z4HrwZM6,False,76,231906,2017,0.573,0.0767,0.781,2.64e-05,0.0813,-6.406,0.0555,139.934,0.343,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,6HZILIRieu8S0iqY8kIKhj,DNA.,['Kendrick Lamar'],2YZyLoL8N0Wb9xBt1NhZWg,True,76,185946,2017,0.638,0.00454,0.523,0.0,0.0842,-6.664,0.357,139.913,0.422,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
510,6h5PAsRni4IRlxWr6uDPTP,More Than You Know,['Axwell /\\ Ingrosso'],2XnBwblw31dfGnspMIwgWz,False,76,203000,2017,0.646,0.0275,0.741,0.0,0.312,-4.973,0.034,123.077,0.571,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,1f5cbQtDrykjarZVrShaDI,Drowning (feat. Kodak Black),"['A Boogie Wit da Hoodie', 'Kodak Black']",31W5EY0aAly4Qieq6OFu6I,True,76,209269,2017,0.839,0.501,0.81,0.0,0.117,-5.274,0.0568,129.014,0.814,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,55n9yjI6qqXh5F2mYvUc2y,I Don’t Wanna Live Forever (Fifty Shades Darker),"['ZAYN', 'Taylor Swift']",5ZsFI1h6hIdQRw2ti0hz81,False,75,247160,2017,0.731,0.0586,0.445,1.96e-05,0.14,-8.418,0.0533,117.97,0.106,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
513,1e1JKLEDKP7hEQzJfNAgPl,Magnolia,['Playboi Carti'],699OTQXzgjhIYAHMy9RyPD,True,75,181812,2017,0.791,0.0114,0.582,0.0,0.35,-7.323,0.286,162.991,0.443,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,75ZvA4QfFiZvzhj2xkaWAh,I Fall Apart,['Post Malone'],246dkjvS1zLTtiykXe5h60,True,75,223346,2017,0.556,0.0689,0.538,0.0,0.196,-5.408,0.0382,143.95,0.291,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
515,1P17dC1amhFzptugyAO7Il,Look What You Made Me Do,['Taylor Swift'],06HL4z0CvFAxyc27GXpf02,False,75,211853,2017,0.766,0.204,0.709,1.41e-05,0.126,-6.471,0.123,128.07,0.506,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
516,0afhq8XCExXpqazXczTSve,Galway Girl,['Ed Sheeran'],6eUKZXaKkcviH0Ku9w2n3V,False,75,170826,2017,0.624,0.0735,0.876,0.0,0.327,-3.374,0.1,99.943,0.781,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
517,2cYqizR4lgvp4Qu6IQ3qGN,BUTTERFLY EFFECT,['Travis Scott'],0Y5tJX1MQlPlqiwlOH1tJY,False,75,190557,2017,0.763,0.0531,0.628,0.0,0.114,-5.85,0.05,140.958,0.193,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,6Pgkp4qUoTmJIPn7ReaGxL,Without You (feat. Sandro Cavazza),"['Avicii', 'Sandro Cavazza']",1vCWHaC5f2uS3yhpwWbIA6,True,75,181672,2017,0.662,0.00163,0.858,0.0,0.0456,-4.844,0.0428,133.993,0.295,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,5eqK0tbzUPo2SoeZsov04s,Bank Account,['21 Savage'],1URnnhqYAYcrqrcwql10ft,True,75,220306,2017,0.884,0.015,0.347,7e-06,0.0871,-8.227,0.35,75.016,0.376,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,5k38wzpLb15YgncyWdTZE4,Him & I (with Halsey),"['G-Eazy', 'Halsey']",02kJSzxNuaWGqwubyUba0Z,True,75,268866,2017,0.589,0.0534,0.731,0.0,0.308,-6.343,0.0868,87.908,0.191,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,0q75NwOoFiARAVp4EXU4Bs,Love Galore (feat. Travis Scott),"['SZA', 'Travis Scott']",7tYKF4w9nC0nq9CsPZTHyP,True,75,275080,2017,0.795,0.112,0.594,0.0,0.162,-6.2,0.0748,135.002,0.409,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,64PgpLHuQK3UJ5qZ875Vei,Save That Shit,['Lil Peep'],2kCcBybjl3SAtIcwdWpUe3,True,74,231546,2017,0.534,0.0262,0.583,0.0,0.421,-8.672,0.0288,106.0,0.145,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,"['Martin Garrix', 'Dua Lipa']",60d24wfXkVzDSfLS6hyCjZ,False,74,220883,2017,0.584,0.0895,0.54,0.0,0.261,-7.786,0.0576,137.972,0.195,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
524,152lZdxL1OR0ZMW6KquMif,Location,['Khalid'],6LuN9FCkKOj5PcnpouEgny,False,74,219080,2017,0.736,0.33,0.449,0.000162,0.0898,-11.462,0.425,80.126,0.326,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
525,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,['Ed Sheeran'],6eUKZXaKkcviH0Ku9w2n3V,False,75,261153,2017,0.461,0.0232,0.834,1.14e-05,0.14,-4.868,0.0989,135.007,0.471,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
526,5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","['Calvin Harris', 'Pharrell Williams', 'Katy Perry', 'Big Sean', 'Funk Wav']",7CajNmpbOovFoOoasH2HaY,True,74,223413,2017,0.893,0.0642,0.745,0.0,0.0943,-3.105,0.0571,101.018,0.872,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,"['Logic', 'Alessia Cara', 'Khalid']",4xRYI6VqpkE3UwrDrAZL8L,True,74,250173,2017,0.62,0.569,0.574,0.0,0.19,-7.788,0.0479,100.023,0.357,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
528,6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,['Portugal. The Man'],4kI8Ie27vjvonwaB2ePh8T,False,74,163253,2017,0.801,0.0417,0.795,0.000113,0.0717,-5.115,0.0504,79.028,0.754,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn (feat. Sia) - Radio Edit,"['ZAYN', 'Sia']",5ZsFI1h6hIdQRw2ti0hz81,False,73,239000,2017,0.259,0.102,0.437,1.32e-06,0.106,-6.589,0.0386,180.042,0.0951,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,5Gu0PDLN4YJeW75PpBSg9p,"Let Me Go (with Alesso, Florida Georgia Line & watt)","['Hailee Steinfeld', 'Alesso', 'Florida Georgia Line', 'WATT']",5p7f24Rk5HkUZsaS3BLG5F,False,73,174800,2017,0.664,0.0337,0.708,0.0,0.0841,-4.154,0.0474,103.07,0.742,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,4cxMGhkinTocPSVVKWIw0d,Losin Control,['Russ'],1z7b1Pr1rSlvWRzsW3HOrS,True,73,237506,2017,0.759,0.515,0.245,0.000154,0.102,-6.545,0.138,96.992,0.209,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,3VlbOrM6nYPprVvzBZllE5,Too Good At Goodbyes,['Sam Smith'],2wY79sveU1sp5g7SokKOiI,False,73,201000,2017,0.681,0.64,0.372,0.0,0.169,-8.237,0.0432,91.873,0.476,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,2yLa0QULdQr0qAIvVwN6B5,...Ready For It?,['Taylor Swift'],06HL4z0CvFAxyc27GXpf02,False,73,208186,2017,0.613,0.0527,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
534,72gv4zhNvRVdQA0eOenCal,Symphony (feat. Zara Larsson),"['Clean Bandit', 'Zara Larsson']",6MDME20pz9RveH9rEXvrOM,False,72,212733,2017,0.715,0.239,0.605,1.41e-05,0.189,-5.128,0.0428,122.956,0.454,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,7vu0JkJh0ldukEYbTVcqd0,Issues,['Julia Michaels'],0ZED1XzwlLHW4ZaG4lOT6m,False,72,176320,2017,0.728,0.401,0.415,0.0,0.0616,-6.852,0.0639,114.145,0.455,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,6fujklziTHa8uoM5OQSfIo,Black Beatles,"['Rae Sremmurd', 'Gucci Mane']",7iZtZyCzp3LItcw1wtPI3D,True,72,291893,2017,0.794,0.142,0.632,0.0,0.128,-6.163,0.0649,145.926,0.355,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,6uBhi9gBXWjanegOb2Phh0,Stay,"['Zedd', 'Alessia Cara']",2qxJFvFYMEDqd7ui6kSAcq,False,72,210090,2017,0.69,0.253,0.622,0.0,0.116,-5.025,0.0622,102.04,0.544,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,0yvPEnB032fojLfVluFjUv,Sorry Not Sorry,['Demi Lovato'],6S2OmqARrzebs0tKUEyXyp,True,72,203760,2017,0.706,0.0242,0.643,0.0,0.262,-6.929,0.234,143.931,0.885,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,6Za3190Sbw39BBC77WSS1C,Criminal,"['Natti Natasha', 'Ozuna']",1GDbiv3spRmZ1XdM1jQbT7,False,72,232549,2017,0.814,0.03,0.813,9.33e-05,0.255,-3.023,0.0561,79.997,0.839,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,72jbDTw1piOOj770jWNeaG,Paris,['The Chainsmokers'],69GGBxA162lTqCwzJG5jLp,False,72,221506,2017,0.653,0.0215,0.658,1.66e-06,0.0939,-6.428,0.0304,99.99,0.219,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,2cOUlop2ZakjOKe4WinesN,Slow Hands,['Niall Horan'],1Hsdzj7Dlq2I7tHP7501T4,False,72,188174,2017,0.735,0.011,0.425,0.0,0.055,-6.648,0.0464,85.896,0.848,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),"['Jason Derulo', 'Nicki Minaj', 'Ty Dolla $ign']",07YZf4WDAMNwqr4jfgOZ8y,True,72,216408,2017,0.696,0.075,0.817,0.0,0.187,-3.862,0.109,98.064,0.782,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
543,0CokSRCu5hZgPxcZBaEzVE,Glorious (feat. Skylar Grey),"['Macklemore', 'Skylar Grey']",3JhNCzhSMTxs9WLGJJxWOY,True,71,220454,2017,0.731,0.0323,0.794,2.59e-05,0.112,-5.126,0.0522,139.994,0.356,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,0M9ydKzuF3oZTfYYPfaGX1,Bad and Boujee (feat. Lil Uzi Vert),"['Migos', 'Lil Uzi Vert']",6oMuImdp5ZcFhWP0ESe6mG,True,71,343150,2017,0.926,0.0611,0.666,0.0,0.123,-5.314,0.244,127.079,0.168,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,0Qh38w01QRXK6KHIv0e3hb,What About Us,['P!nk'],1KCSPY1glIKqW2TotWuXOR,False,71,269600,2017,0.491,0.0281,0.588,2.01e-06,0.0906,-6.177,0.0506,113.608,0.193,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,6mapJIPnQ23RTAevUoE0DL,Swang,['Rae Sremmurd'],7iZtZyCzp3LItcw1wtPI3D,True,72,208120,2017,0.681,0.2,0.314,9.82e-06,0.1,-9.319,0.0581,139.992,0.166,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,4dVpf9jZjcORqGTLUaeYj9,Plain Jane,['A$AP Ferg'],5dHt1vcEm9qb8fCyLcB3HL,True,71,173600,2017,0.797,0.0651,0.844,0.0,0.087,-5.482,0.275,170.142,0.52,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,6Kkt27YmFyIFrcX3QXFi2o,Liability,['Lorde'],163tK9Wjr9P9DmM0AVK7lm,False,71,171727,2017,0.587,0.92,0.229,0.0,0.1,-11.254,0.128,75.67,0.379,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,42ydLwx4i5V49RXHOozJZq,Scars To Your Beautiful,['Alessia Cara'],2wUjUUtkb5lvLKcGKsKqsR,False,70,230226,2017,0.319,0.0285,0.739,0.0,0.111,-5.74,0.272,194.169,0.449,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,343YBumqHu19cGoGARUTsd,Fake Love,['Drake'],3TVXtAsR1Inumwj472S9r4,True,70,210937,2017,0.928,0.105,0.481,0.0,0.176,-9.35,0.287,134.007,0.613,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
551,7COfe3P7KgfwDwIRB8LIDw,Mi Gente,"['J Balvin', 'Willy William']",1vyhD5VmyZ7KMfW5gqLgo5,False,70,185040,2017,0.548,0.0168,0.704,2.25e-05,0.143,-4.838,0.0777,104.666,0.288,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,5WoaF1B5XIEnWfmb5NZikf,Sky Walker (feat. Travis Scott),"['Miguel', 'Travis Scott']",360IAlyVv4PCEVjgyMZrxK,True,70,259333,2017,0.674,0.173,0.506,0.0,0.0866,-10.532,0.0434,145.965,0.183,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,5hTpBe8h35rJ67eAWHQsJx,Caroline,['Aminé'],3Gm5F95VdRxW3mqCn8RPBJ,True,70,209640,2017,0.94,0.17,0.335,0.0,0.262,-10.179,0.505,120.04,0.707,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,4Q3N4Ct4zCuIHuZ65E3BD4,Tunnel Vision,['Kodak Black'],46SHBwWsqBkxI7EeeBEQG7,True,69,268186,2017,0.497,0.0576,0.489,9.91e-05,0.122,-7.724,0.294,171.853,0.231,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,0mt02gJ425Xjm7c3jYkOBn,Lust For Life (with The Weeknd),"['Lana Del Rey', 'The Weeknd']",00FQb4jTyendYWaN8pK0wa,False,69,264066,2017,0.504,0.604,0.655,0.00193,0.364,-8.644,0.0542,99.982,0.262,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
556,6ie2Bw3xLj2JcGowOlcMhb,Green Light,['Lorde'],163tK9Wjr9P9DmM0AVK7lm,False,69,234652,2017,0.594,0.0209,0.721,8.55e-06,0.0879,-7.812,0.0957,128.942,0.253,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,6Se3x9ANMLv0dCDsjGmEjh,do re mi,['blackbear'],2cFrymmkijnjDg9SS92EPM,True,69,212027,2017,0.745,0.00522,0.593,5.06e-06,0.123,-6.35,0.0524,111.001,0.17,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
